 variables=y,d,u,v,T
        0.0000000000        0.5285544685        0.0000000000        0.0000000000        1.9000000000
        0.0001200000        0.5286968399        0.0089885444       -0.0000004733        1.8994883538
        0.0002485275        0.5288831073        0.0186479616       -0.0000004272        1.8988197442
        0.0003861886        0.5291233910        0.0290049250        0.0000000156        1.8979573752
        0.0005336322        0.5294280236        0.0401021878        0.0000006400        1.8968654157
        0.0006915536        0.5298090231        0.0519922304        0.0000015631        1.8955013409
        0.0008606973        0.5302801804        0.0647329167        0.0000028032        1.8938172622
        0.0010418608        0.5308577041        0.0783863345        0.0000044427        1.8917570063
        0.0012358984        0.5315606453        0.0930191221        0.0000065412        1.8892554083
        0.0014437247        0.5324113336        0.1087028971        0.0000091957        1.8862368122
        0.0016663198        0.5334360736        0.1255145767        0.0000124998        1.8826134013
        0.0019047331        0.5346658488        0.1435366563        0.0000165766        1.8782833145
        0.0021600887        0.5361372827        0.1628574452        0.0000215610        1.8731284400
        0.0024335906        0.5378937435        0.1835712259        0.0000276170        1.8670119418
        0.0027265282        0.5399867547        0.2057782719        0.0000349327        1.8597754310
        0.0030402829        0.5424777044        0.2295846475        0.0000437310        1.8512358242
        0.0033763338        0.5454399903        0.2551016730        0.0000542711        1.8411818815
        0.0037362654        0.5489616740        0.2824448911        0.0000668577        1.8293705161
        0.0041217748        0.5531488034        0.3117322973        0.0000818463        1.8155230135
        0.0045346795        0.5581295489        0.3430814949        0.0000996526        1.7993214564
        0.0049769263        0.5640593495        0.3766053095        0.0001207601        1.7804058650
        0.0054506005        0.5711272513        0.4124052156        0.0001457292        1.7583729120
        0.0059579352        0.5795636205        0.4505616261        0.0001752036        1.7327775277
        0.0065013226        0.5896492948        0.4911196014        0.0002099135        1.7031394336
        0.0070833246        0.6017258056        0.5340680462        0.0002506721        1.6689580675
        0.0077066852        0.6162051805        0.5793106042        0.0002983606        1.6297417970
        0.0083743436        0.6335760149        0.6266274415        0.0003538834        1.5850593320
        0.0090894476        0.6544003285        0.6756269038        0.0004180644        1.5346200386
        0.0098553689        0.6792913819        0.7256814869        0.0004914749        1.4783879505
        0.0106757187        0.7088484179        0.7758387078        0.0005742053        1.4167437884
        0.0115543648        0.7434937759        0.8247173563        0.0006655533        1.3507269431
        0.0124954499        0.7831371592        0.8704642695        0.0007634808        1.2823522266
        0.0135034111        0.8266659251        0.9109150207        0.0008638633        1.2148298422
        0.0145830009        0.8715007058        0.9440546374        0.0009602433        1.1523333503
        0.0157393093        0.9137196015        0.9686569954        0.0010450940        1.0990902966
        0.0169777881        0.9491241875        0.9847666840        0.0011123465        1.0580928580
        0.0183042767        0.9748863603        0.9937212518        0.0011594723        1.0301332665
        0.0197250292        0.9906966524        0.9976805017        0.0011879232        1.0136951197
        0.0212467444        0.9985744784        0.9988972307        0.0012021611        1.0056996324
        0.0228765968        1.0015753175        0.9990771755        0.0012078686        1.0026881977
        0.0246222711        1.0023829891        0.9991086870        0.0012099188        1.0018821714
        0.0264919978        1.0025839391        0.9992145660        0.0012110895        1.0016833774
        0.0284945924        1.0027411158        0.9993205619        0.0012121920        1.0015285184
        0.0306394970        1.0028821443        0.9993541192        0.0012131300        1.0013899893
        0.0329368244        1.0029413067        0.9993340937        0.0012138236        1.0013334017
        0.0353974063        1.0029330873        0.9993143959        0.0012144475        1.0013442771
        0.0380328439        1.0029167587        0.9993182376        0.0012152034        1.0013634438
        0.0408555630        1.0029227268        0.9993325392        0.0012161229        1.0013605551
        0.0438788723        1.0029398955        0.9993394346        0.0012171171        1.0013467074
        0.0471170264        1.0029488495        0.9993363966        0.0012181289        1.0013413050
        0.0505852926        1.0029463653        0.9993309106        0.0012191840        1.0013475848
        0.0543000234        1.0029414593        0.9993280856        0.0012203301        1.0013565635
        0.0582787333        1.0029414072        0.9993275782        0.0012215804        1.0013609976
        0.0625401813        1.0029468771        0.9993278932        0.0012229242        1.0013602443
        0.0671044596        1.0029558357        0.9993291208        0.0012243615        1.0013563597
        0.0719930881        1.0029670422        0.9993318006        0.0012259074        1.0013506107
        0.0772291161        1.0029799017        0.9993355151        0.0012275756        1.0013436209
        0.0828372308        1.0029935827        0.9993393257        0.0012293717        1.0013362533
        0.0888438735        1.0030073139        0.9993427338        0.0012313012        1.0013293141
        0.0952773650        1.0030208613        0.9993457558        0.0012333754        1.0013230761
        0.1021680381        1.0030342864        0.9993484609        0.0012356087        1.0013175203
        0.1095483815        1.0030475422        0.9993507819        0.0012380140        1.0013127401
        0.1174531926        1.0030605045        0.9993526421        0.0012406047        1.0013089104
        0.1259197413        1.0030731852        0.9993540399        0.0012433964        1.0013060748
        0.1349879465        1.0030857399        0.9993550092        0.0012464070        1.0013041386
        0.1447005634        1.0030983384        0.9993555773        0.0012496557        1.0013029982
        0.1551033857        1.0031111120        0.9993557673        0.0012531634        1.0013025949
        0.1662454614        1.0031241772        0.9993556032        0.0012569533        1.0013028924
        0.1781793238        1.0031376417        0.9993551037        0.0012610503        1.0013038694
        0.1909612394        1.0031516088        0.9993542796        0.0012654834        1.0013055235
        0.2046514734        1.0031661959        0.9993531377        0.0012702818        1.0013078425
        0.2193145732        1.0031815672        0.9993516792        0.0012754831        1.0013107976
