   4.0031857074841266        3.9928496699608371E-004
   4.0089407907598247        3.9932667254459145E-004
   4.0146927820747917        3.9901841486382163E-004
   4.0204416798001343        3.9875447905037090E-004
   4.0261874823069546        3.9847108976341059E-004
   4.0319301879663589        3.9819380081075676E-004
   4.0376697951494522        3.9791585221065538E-004
   4.0434063022273383        3.9763735788058129E-004
   4.0491397075711228        3.9736095939433349E-004
   4.0548700095519097        3.9708499151495800E-004
   4.0605972065408045        3.9680928878580053E-004
   4.0663212969089120        3.9653433931230545E-004
   4.0720422790273361        3.9626023348720418E-004
   4.0777601512671815        3.9598692531885428E-004
   4.0834749119995539        3.9571434369997308E-004
   4.0891865595955590        3.9544243234239629E-004
   4.0948950924262988        3.9517125602549962E-004
   4.1006005088628799        3.9490091599930202E-004
   4.1063028072764070        3.9463113122716937E-004
   4.1120019860379839        3.9436230693337199E-004
   4.1176980435187165        3.9409469029566020E-004
   4.1233909780897093        3.9382581980891931E-004
   4.1290807881220664        3.9356059853981184E-004
   4.1347674719868932        3.9329593895293509E-004
   4.1404510280552946        3.9302329987558416E-004
   4.1461314546983745        3.9277536385183993E-004
   4.1518087502872385        3.9249890273425646E-004
   4.1574829131929913        3.9223938088254079E-004
   4.1631539417867369        3.9198950928690581E-004
   4.1688218344395818        3.9170179997423594E-004
   4.1744865895226280        3.9145199279870351E-004
   4.1801482054069830        3.9119652225248812E-004
   4.1858066804637506        3.9093079643151432E-004
   4.1914620130640348        3.9067402507505096E-004
   4.1971142015789411        3.9041627053047165E-004
   4.2027632443795735        3.9015780792903083E-004
   4.2084091398370376        3.8990101233104683E-004
   4.2140518863224390        3.8964454430687315E-004
   4.2196914822068807        3.8938854476384819E-004
   4.2253279258614675        3.8913319816865196E-004
   4.2309612156573060        3.8887833304261909E-004
   4.2365913499654990        3.8862396275902023E-004
   4.2422183271571523        3.8837006250384202E-004
   4.2478421456033706        3.8811654814377124E-004
   4.2534628036752586        3.8786349399266346E-004
   4.2590802997439212        3.8761078612019540E-004
   4.2646946321804622        3.8735819202721284E-004
   4.2703057993559872        3.8710615879485554E-004
   4.2759137996416010        3.8685436052525874E-004
   4.2815186314084084        3.8660207996576117E-004
   4.2871202930275141        3.8635060115986775E-004
   4.2927187828700228        3.8609945634700759E-004
   4.2983140993070386        3.8584662059616096E-004
   4.3039062407096678        3.8559541769218777E-004
   4.3094952054490134        3.8534939582997741E-004
   4.3150809918961812        3.8510401218709556E-004
