     -450.0000000000        0.0002706139       18.1011815924        0.0005728295
     -449.5000107956        0.0001897930       15.3662222795        0.0004935947
     -449.0000435999        0.0002206285       16.5621835049        0.0005335056
     -448.5000990389        0.0002088139       16.1429220012        0.0005247861
     -448.0001777386        0.0002072368       16.0904413376        0.0005260263
     -447.5002803251        0.0002009738       15.8627431028        0.0005212571
     -447.0004074243        0.0001958087       15.6774289776        0.0005187254
     -446.5005596623        0.0001917205       15.5310335426        0.0005167378
     -446.0007376653        0.0001870119       15.3581378092        0.0005140622
     -445.5009420591        0.0001821009       15.1743809729        0.0005113065
     -445.0011734698        0.0001767681       14.9701252571        0.0005081688
     -444.5014325234        0.0001710157       14.7446727767        0.0005046847
     -444.0017198461        0.0001650174       14.5043685806        0.0005009869
     -443.5020360638        0.0001589010       14.2540336204        0.0004971682
     -443.0023818025        0.0001527522       13.9968023456        0.0004932802
     -442.5027576884        0.0001466015       13.7335753037        0.0004893163
     -442.0031643474        0.0001405350       13.4680146611        0.0004853598
     -441.5036024055        0.0001345445       13.1994014028        0.0004813876
     -441.0040724888        0.0001285912       12.9255942788        0.0004773638
     -440.5045752234        0.0001227229       12.6486046612        0.0004733229
     -440.0051112352        0.0001169632       12.3693974349        0.0004692721
     -439.5056811503        0.0001112961       12.0869152025        0.0004651928
     -439.0062855948        0.0001057129       11.8004326919        0.0004610817
     -438.5069251946        0.0001002423       11.5112617510        0.0004569628
     -438.0076005758        0.0000948894       11.2194847401        0.0004528174
     -437.5083123644        0.0000896670       10.9257171384        0.0004486511
     -437.0090611866        0.0000845570       10.6286457685        0.0004444257
     -436.5098476682        0.0000795249       10.3257786954        0.0004400791
     -436.0106724354        0.0000746308       10.0206544274        0.0004356598
     -435.5115361141        0.0000699129        9.7157262570        0.0004311920
     -435.0124393304        0.0000653750        9.4114270763        0.0004267081
     -434.5133827104        0.0000610670        9.1116582673        0.0004222489
     -434.0143668801        0.0000570267        8.8199561377        0.0004178126
     -433.5153924654        0.0000532903        8.5402405113        0.0004135317
     -433.0164600925        0.0000498783        8.2756209513        0.0004089465
     -432.5175703874        0.0000468133        8.0297978089        0.0004045196
     -432.0187239761        0.0000441785        7.8121751935        0.0004000617
     -431.5199214847        0.0000420811        7.6351982956        0.0003954285
     -431.0211635391        0.0000406568        7.5146216333        0.0003907204
     -430.5224507654        0.0000400863        7.4704003117        0.0003860221
     -430.0237837897        0.0000406295        7.5283456343        0.0003810596
     -429.5251632380        0.0000427205        7.7256443877        0.0003746928
     -429.0265897362        0.0000472373        8.1278863636        0.0003651416
     -428.5280639106        0.0000555756        8.8176222131        0.0003517060
     -428.0295863870        0.0000694165        9.8527122595        0.0003365967
     -427.5311577915        0.0000900514       11.2155958546        0.0003247041
     -427.0327787502        0.0001182773       12.8419467402        0.0003226338
     -426.5344498891        0.0001545261       14.6606683493        0.0003345440
     -426.0361718342        0.0001989893       16.6122676042        0.0003601472
     -425.5379452115        0.0002510076       18.6259039030        0.0003990554
     -425.0397706471        0.0003088067       20.6201234437        0.0004474351
     -424.5416487671        0.0003706293       22.5439798410        0.0005060689
     -424.0435801974        0.0004361513       24.4041925197        0.0005742933
     -423.5455655641        0.0005060839       26.2324560996        0.0006535509
     -423.0476054933        0.0005803182       28.0320877784        0.0007421633
     -422.5497006109        0.0006557208       29.7342908216        0.0008366527
     -422.0518515430        0.0007269343       31.2395385672        0.0009328675
     -421.5540589156        0.0007880600       32.4515652609        0.0010269194
     -421.0563233548        0.0008340777       33.3034252435        0.0011162278
     -420.5586454865        0.0008625052       33.7767544941        0.0012003131
     -420.0610259369        0.0008729988       33.8869220640        0.0012851046
     -419.5634653320        0.0008669208       33.6697644931        0.0013842554
     -419.0659642978        0.0008501045       33.2366592960        0.0014826377
     -418.5685234603        0.0008318886       32.7693749610        0.0015518882
     -418.0711434456        0.0008140275       32.3133511052        0.0015960734
     -417.5738248797        0.0007802757       31.5657706502        0.0016433746
     -417.0765683886        0.0007115882       30.1509797063        0.0016868516
     -416.5793745984        0.0006000538       27.7797540393        0.0016895023
     -416.0822441351        0.0004385245       23.8957882024        0.0015862987
     -415.5851776247        0.0002593115       18.5292532506        0.0013087009
     -415.0881756933        0.0001392246       13.6982514306        0.0009420821
     -414.5912389669        0.0001162040       12.6059469672        0.0006232162
     -414.0943680715        0.0001705592       15.3329173952        0.0004585846
     -413.5975636333        0.0002560449       18.8096164450        0.0004678086
     -413.1008262781        0.0003514967       22.0297689940        0.0005729351
     -412.6041566321        0.0004425217       24.6798962729        0.0007335572
     -412.1075553212        0.0005210887       26.7182833444        0.0008899799
     -411.6110229716        0.0005919255       28.3912903255        0.0010264659
     -411.1145602092        0.0006738561       30.2000881682        0.0011392823
     -410.6181676601        0.0007813866       32.4246109205        0.0012392330
     -410.1218459503        0.0009024359       34.7246405674        0.0013054480
     -409.6255957059        0.0010135857       36.6277731803        0.0013399589
     -409.1294175528        0.0010878930       37.7122428574        0.0013506247
     -408.6333121172        0.0011196365       37.9905927956        0.0013453044
     -408.1372800250        0.0011313451       37.9311143032        0.0013536422
     -407.6413219023        0.0011324058       37.7264240235        0.0013723163
     -407.1454383751        0.0011202207       37.3416971238        0.0013794999
     -406.6496300695        0.0010854258       36.6128736644        0.0013677937
     -406.1538976115        0.0010288448       35.5317555535        0.0013330030
     -405.6582416271        0.0009538786       34.1291017929        0.0012679900
     -405.1626627423        0.0008638629       32.4319306450        0.0011828183
     -404.6671615832        0.0007676082       30.5593936062        0.0010833769
     -404.1717387759        0.0006780375       28.7289175020        0.0009749292
     -403.6763949463        0.0006044034       27.1407025258        0.0008721880
     -403.1811307205        0.0005499374       25.9067971908        0.0007887045
     -402.6859467245        0.0005121398       25.0103066457        0.0007263527
     -402.1908435844        0.0004851209       24.3335275619        0.0006774602
     -401.6958219262        0.0004637455       23.7648719439        0.0006339832
     -401.2008823759        0.0004468638       23.2926773014        0.0005991794
     -400.7060255596        0.0004364632       22.9889436346        0.0005763730
     -400.2112521033        0.0004349804       22.9322051952        0.0005750976
     -399.7165626330        0.0004430616       23.1400739392        0.0005948174
     -399.2219577748        0.0004575561       23.5140167332        0.0006252916
     -398.7274381547        0.0004725944       23.8900806902        0.0006590164
     -398.2330043987        0.0004852141       24.1946683259        0.0006943454
     -397.7386571329        0.0004965796       24.4605915995        0.0007278119
     -397.2443969833        0.0005081626       24.7263768009        0.0007583120
     -396.7502245759        0.0005206462       25.0108295520        0.0007876481
     -396.2561405368        0.0005335383       25.3014768286        0.0008165179
     -395.7621454920        0.0005449242       25.5516429309        0.0008432625
     -395.2682400676        0.0005527545       25.7154262137        0.0008637490
